date,country,related,last,previous,unit
Mar 2024,Australia,PPI YoY,4.3,4.1,percent
Mar 2024,Aruba,Consumer Price Index CPI,109.37,108.57,points
Mar 2024,Aruba,CPI Housing Utilities,111.62,111.64,points
Mar 2024,Aruba,CPI Transportation,111.2,109.23,points
Mar 2024,Aruba,Food Inflation,2.6,2.0,percent
Mar 2024,Aruba,Inflation Rate,1.8,0.9,percent
Mar 2024,Aruba,Inflation Rate MoM,0.7,0.2,percent
Mar 2024,Armenia,Consumer Price Index CPI,156.13,156.4,points
Feb 2024,Armenia,Export Prices,98.6,99.9,points
Mar 2024,Armenia,Food Inflation,-5.6,-7.4,percent
Feb 2024,Armenia,Import Prices,98.3,98.9,points
Mar 2024,Armenia,Inflation Rate YoY,-1.2,-1.65,percent
Mar 2024,Armenia,Inflation Rate MoM,-0.2,-0.73,percent
Mar 2024,Armenia,Producer Prices,126.1,122.5,points
Mar 2024,Armenia,PPI YoY,0.0,-0.6,percent
Mar 2024,Argentina,Consumer Price Index CPI,5357.09,4825.79,points
Mar 2024,Argentina,Core Consumer Prices,5612.4,5129.6,points
Mar 2024,Argentina,Core Inflation Rate,300.0,291.9,percent
Mar 2024,Argentina,CPI Housing Utilities,3324.66,2935.59,points
Mar 2024,Argentina,CPI Transportation,5923.31,5243.42,points
Dec 2023,Argentina,Export Prices,186.5,187.5,points
Mar 2024,Argentina,Food Inflation,308.27,303.82,percent
Dec 2023,Argentina,GDP Deflator,40027.3,28000.5,points
Dec 2023,Argentina,Import Prices,132.6,137.0,points
Mar 2024,Argentina,Inflation Rate YoY,287.9,277.1,percent
Mar 2024,Argentina,Inflation Rate MoM,11.0,13.2,percent
Mar 2024,Argentina,Producer Prices,8832.74,8409.37,points
Mar 2024,Argentina,Producer Prices Change,311.7,305.6,percent
Mar 2024,Angola,Consumer Price Index CPI,187.11,182.48,points
Mar 2024,Angola,CPI Housing Utilities,140.42,138.33,points
Mar 2024,Angola,CPI Transportation,143.55,142.91,points
Feb 2024,Angola,Food Inflation,27.4,24.5,percent
Mar 2024,Angola,Inflation Rate YoY,26.09,24.07,percent
Mar 2024,Angola,Inflation Rate MoM,2.54,2.58,percent
Mar 2024,Angola,Producer Prices,630.11,611.76,points
Mar 2024,Angola,Wholesale Prices YoY,32.2,29.94,percent
Feb 2024,Algeria,Consumer Price Index CPI,289.1,289.6,points
Feb 2024,Algeria,CPI Housing Utilities,175.71,174.4,points
Feb 2024,Algeria,CPI Transportation,226.3,226.3,points
Feb 2024,Algeria,Food Inflation,3.7,7.2,percent
Feb 2024,Algeria,Inflation Rate,4.6,6.3,percent
Feb 2024,Algeria,Inflation Rate MoM,-0.2,0.7,percent
Dec 2023,Algeria,Producer Prices,1790.4,1777.1,points
Dec 2023,Algeria,Producer Prices Change,-2.3,-3.9,percent
Mar 2024,Albania,Food Inflation,2.1,2.8,percent
Mar 2024,Albania,Consumer Price Index CPI,117.29,116.81,points
Mar 2024,Albania,CPI Housing Utilities,107.7,107.6,points
Mar 2024,Albania,CPI Transportation,111.61,111.23,points
Mar 2024,Albania,Harmonised Consumer Prices,118.4,117.6,points
Mar 2024,Albania,Harmonised Inflation Rate YoY,2.4,2.8,percent
Mar 2024,Albania,Inflation Rate YoY,2.3,2.6,percent
Mar 2024,Albania,Inflation Rate MoM,0.4,0.3,percent
Dec 2023,Albania,Producer Prices,131.6,131.2,points
Dec 2023,Albania,PPI YoY,3.1,5.2,percent
